"short","same_netdebt","r","health_inflation","cht_increment","labour_prod","oldshare","years","pop_scenario"
"SK",0.032276323271858,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"MB",0.0153782915571292,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"ON",0.0276911221088499,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"QC",-0.0116755044086263,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"NB",0.0287410225705915,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"NS",0.0226020998097174,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"PE",0.0270089450322241,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"NL",0.0819131584643149,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"PROV",0.0226829859973615,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"FED",-0.0212075718868903,0.04,0.01,0,0.01,0,50,"Projection scenario SA: slow-aging"
"BC",0.0137268728241717,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"AB",0.0464740455586261,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"SK",0.0313434223377027,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"MB",0.0121010961278936,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"ON",0.0258793186381797,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"QC",-0.0147275492518535,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"NB",0.0231259015270769,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"NS",0.0203466343730042,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"PE",0.0242087159211658,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"NL",0.080636518890714,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"PROV",0.0213242513766302,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"FED",-0.0317758580507546,0.04,0.01,0,0.01,0,75,"Projection scenario SA: slow-aging"
"BC",0.00797414904876496,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"AB",0.0442194466345068,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"SK",0.0277744445603004,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"MB",0.0116251168054296,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"ON",0.0220051534973404,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"QC",-0.0169713425290223,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"NB",0.0272346957571015,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"NS",0.015182924308634,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"PE",0.0185452757457843,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"NL",0.0708138984346099,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"PROV",0.0167839866290269,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"FED",-0.0144198125653411,0.04,0.01,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"BC",0.00635101258847791,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"AB",0.040556592867337,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"SK",0.024701916333899,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"MB",0.00524876648724704,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"ON",0.0185807780640036,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"QC",-0.0222387699301709,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"NB",0.0175099993492854,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"NS",0.011100731017864,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"PE",0.0142376094753328,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"NL",0.0695272512099715,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"PROV",0.0137145544956838,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"FED",-0.0278960038464012,0.04,0.01,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"BC",0.00282483972500794,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"AB",0.0354540730237135,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"SK",0.0206425889820006,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"MB",-0.00225371587631025,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"ON",0.0132310952076835,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"QC",-0.0296157495027258,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"NB",0.0077361095545432,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"NS",0.00432107613415155,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"PE",0.00592943349236479,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"NL",0.0640135818648636,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"PROV",0.00875794363282956,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"FED",-0.0403957126514474,0.04,0.01,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"BC",0.00398852423894396,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"AB",0.0403514727439095,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"SK",0.0237375052834215,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"MB",0.00616974534397222,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"ON",0.0169034566162491,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"QC",-0.0227394398696047,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"NB",0.0209943718530028,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"NS",0.00896998995979862,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"PE",0.0119392786576248,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"NL",0.0637963431923927,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"PROV",0.0118822192614452,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"FED",-0.0184967739028059,0.04,0.01,0,0.015,0,25,"Projection scenario SA: slow-aging"
"BC",-0.000944530044420778,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"AB",0.0333124398920412,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"SK",0.0174653773913256,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"MB",-0.00444773246425986,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"ON",0.00983440256275123,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"QC",-0.0323904103074066,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"NB",0.00668407592687087,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"NS",2.13165899773644e-05,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"PE",0.0020109195718832,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"NL",0.0575186103818785,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"PROV",0.00512045124267734,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"FED",-0.0342867721174499,0.04,0.01,0,0.015,0,50,"Projection scenario SA: slow-aging"
"BC",-0.00740900528296534,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"AB",0.0252329792031055,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"SK",0.0106322376818125,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"MB",-0.0157019746685955,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"ON",0.00132259048829946,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"QC",-0.043665618411976,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"NB",-0.00690584642598732,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"NS",-0.010911872051588,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"PE",-0.0112361895562866,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"NL",0.0480268090347738,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"PROV",-0.00303643187433701,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"FED",-0.0484096843461619,0.04,0.01,0,0.015,0,75,"Projection scenario SA: slow-aging"
"BC",0.0233637828286798,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"AB",0.058926199876239,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"SK",0.0430188769847303,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"MB",0.032068562275249,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"ON",0.0406858659724824,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"QC",0.00447034659638382,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"NB",0.050514418307961,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"NS",0.0387735648953007,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"PE",0.0437462662222156,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"NL",0.0968979663608911,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"PROV",0.0350546667755045,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"FED",-0.00165056558748427,0.04,0.0125,0,0.005,0,25,"Projection scenario SA: slow-aging"
"BC",0.0364125722707753,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"AB",0.0701799741589896,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"SK",0.0539017034368377,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"MB",0.0442073739773758,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"ON",0.0529089763890791,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"QC",0.0180056342653346,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"NB",0.0602956026380738,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"NS",0.055577088037133,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"PE",0.0639893101296502,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"NL",0.116641146852525,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"PROV",0.0480424768218749,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"FED",-0.00691441924509585,0.04,0.0125,0,0.005,0,50,"Projection scenario SA: slow-aging"
"BC",0.047551110547859,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"AB",0.0803640837378141,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"SK",0.0635581108180558,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"MB",0.0553253026595418,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"ON",0.0628598106710527,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"QC",0.0292711969548425,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"NB",0.0682416909701214,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"NS",0.0681461605826551,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"PE",0.0798448117947086,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"NL",0.128847061053873,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"PROV",0.05888637407,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"FED",-0.0126411113519127,0.04,0.0125,0,0.005,0,75,"Projection scenario SA: slow-aging"
"BC",0.0190080687438607,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"AB",0.054677237837219,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"SK",0.0386037466000206,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"MB",0.0261329769650914,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"ON",0.0351715133743513,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"QC",-0.00177397716071927,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"NB",0.0437610970227998,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"NS",0.0320325074161279,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"PE",0.0365246382950376,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"NL",0.089358126348628,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"PROV",0.0297312696979101,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"FED",-0.00599776246246394,0.04,0.0125,0,0.0075,0,25,"Projection scenario SA: slow-aging"
"BC",0.0277800145341839,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"AB",0.0614619827691145,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"SK",0.0453143763633232,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"MB",0.0327688365670819,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"ON",0.0427202905506298,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"QC",0.00620060182400503,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"NB",0.0478341242641172,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"NS",0.0427640072816649,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"PE",0.0495459368636365,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"NL",0.103070072566869,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"PROV",0.0379483629000643,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"FED",-0.0142154729381478,0.04,0.0125,0,0.0075,0,50,"Projection scenario SA: slow-aging"
"BC",0.0344771237147308,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"AB",0.0668411783674925,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"SK",0.0507127915025265,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"MB",0.0381286641484368,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"ON",0.0479425799418152,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"QC",0.0117715013380373,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"NB",0.0504977696898205,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"NS",0.0495763259105349,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"PE",0.0580274112611281,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"NL",0.110140983193865,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"PROV",0.0439165857937341,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"FED",-0.0225299248546598,0.04,0.0125,0,0.0075,0,75,"Projection scenario SA: slow-aging"
"BC",0.0147491171290608,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"AB",0.050531716526874,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"SK",0.0342909530158318,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"MB",0.020326600670693,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"ON",0.029769676905116,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"QC",-0.00789055494373449,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"NB",0.0371449152269052,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"NS",0.0254299922113214,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"PE",0.0294671401738291,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"NL",0.081955142284498,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"PROV",0.0245215994049707,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"FED",-0.0102538334152113,0.04,0.0125,0,0.01,0,25,"Projection scenario SA: slow-aging"
"BC",0.0194896300817908,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"AB",0.0531407646851914,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"SK",0.0370871640918761,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"MB",0.0217900663890609,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"ON",0.0329149204923369,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"QC",-0.00517416980116639,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"NB",0.0357901197604475,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"NS",0.0303876165192363,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"PE",0.0356793853980101,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"NL",0.0898812465034524,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"PROV",0.0282499707123694,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"FED",-0.0212075718868903,0.04,0.0125,0,0.01,0,50,"Projection scenario SA: slow-aging"
"BC",0.0221213225478992,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"AB",0.0542106481205035,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"SK",0.0386166399399428,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"MB",0.0219137794762495,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"ON",0.0338127360564044,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"QC",-0.00484831601856706,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"NB",0.0335121138750498,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"NS",0.031815162328076,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"PE",0.0374025467184326,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"NL",0.0920554088615976,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"PROV",0.0297752419899546,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"FED",-0.0317758580507546,0.04,0.0125,0,0.01,0,75,"Projection scenario SA: slow-aging"
"BC",0.0105860603238476,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"AB",0.0464884512324535,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"SK",0.0300794086755578,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"MB",0.0146481985611651,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"ON",0.0244793359413924,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"QC",-0.0138803749620679,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"NB",0.0306649756977995,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"NS",0.0189650958392183,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"PE",0.0225721785692646,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"NL",0.0746883810356606,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"PROV",0.0194246099917422,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"FED",-0.0144198125653411,0.04,0.0125,0,0.0125,0,25,"Projection scenario SA: slow-aging"
"BC",0.011539427542891,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"AB",0.0452102765193894,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"SK",0.0292162126582813,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"MB",0.0112672128363476,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"ON",0.023490560307756,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"QC",-0.0161194411129097,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"NB",0.0241654278978247,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"NS",0.0184494958694022,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"PE",0.0223858048661185,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"NL",0.0770795268807682,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"PROV",0.0189445798864133,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"FED",-0.0278960038464012,0.04,0.0125,0,0.0125,0,50,"Projection scenario SA: slow-aging"
"BC",0.0104839869508028,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"AB",0.0424551592057356,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"SK",0.0272639803408168,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"MB",0.0066752775731446,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"ON",0.0204705768704643,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"QC",-0.0205811016254619,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"NB",0.0173024962488526,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"NS",0.0148803074268151,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"PE",0.0179704659923159,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"NL",0.074616211777749,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"PROV",0.0164605939109191,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"FED",-0.0403957126514474,0.04,0.0125,0,0.0125,0,75,"Projection scenario SA: slow-aging"
"BC",0.00651798231506072,0.04,0.0125,0,0.015,0,25,"Projection scenario SA: slow-aging"
"AB",0.0425462098106329,0.04,0.0125,0,0.015,0,25,"Projection scenario SA: slow-aging"
"SK",0.0259679777764123,0.04,0.0125,0,0.015,0,25,"Projection scenario SA: slow-aging"
